Date,Open,High,Low,Close,Volume
22/12/2016 17:26:00,1.4,1.41,1.39,1.4,38417
23/12/2016 17:26:00,1.39,1.42,1.39,1.42,12902
27/12/2016 17:26:00,1.42,1.49,1.42,1.45,130048
28/12/2016 17:26:00,1.44,1.48,1.43,1.43,33798
29/12/2016 17:26:00,1.46,1.55,1.42,1.47,342533
30/12/2016 17:26:00,1.46,1.53,1.46,1.52,133121
2/1/2017 17:26:00,1.52,1.67,1.49,1.62,310716
3/1/2017 17:26:00,1.65,1.7,1.59,1.68,415000
4/1/2017 17:26:00,1.68,1.68,1.62,1.63,202569
5/1/2017 17:26:00,1.62,1.65,1.57,1.6,154346
6/1/2017 17:26:00,1.61,1.65,1.57,1.62,57398
9/1/2017 17:26:00,1.62,1.62,1.54,1.57,140608
10/1/2017 17:26:00,1.57,1.6,1.49,1.51,291167
11/1/2017 17:26:00,1.51,1.59,1.48,1.54,265522
12/1/2017 17:26:00,1.53,1.57,1.5,1.51,131213
13/1/2017 17:26:00,1.52,1.59,1.51,1.52,209394
16/1/2017 17:26:00,1.51,1.54,1.47,1.49,71250
17/1/2017 17:26:00,1.49,1.53,1.49,1.52,54380
18/1/2017 17:26:00,1.5,1.52,1.48,1.5,66753
19/1/2017 17:26:00,1.52,1.53,1.49,1.52,73178
20/1/2017 17:26:00,1.51,1.52,1.48,1.49,159383
23/1/2017 17:26:00,1.48,1.52,1.47,1.5,160989
24/1/2017 17:26:00,1.47,1.49,1.47,1.47,48857
25/1/2017 17:26:00,1.47,1.49,1.42,1.43,257381
26/1/2017 17:26:00,1.43,1.47,1.36,1.43,334626
27/1/2017 17:26:00,1.41,1.46,1.39,1.43,232689
30/1/2017 17:26:00,1.41,1.42,1.37,1.37,198439
31/1/2017 17:26:00,1.38,1.38,1.32,1.34,154450
1/2/2017 17:26:00,1.32,1.36,1.32,1.33,105410
2/2/2017 17:26:00,1.37,1.44,1.32,1.4,302157
3/2/2017 17:26:00,1.43,1.45,1.37,1.4,117765
6/2/2017 17:26:00,1.43,1.43,1.38,1.4,22002
7/2/2017 17:26:00,1.4,1.4,1.34,1.38,130552
8/2/2017 17:26:00,1.38,1.4,1.29,1.32,551005
9/2/2017 17:26:00,1.3,1.35,1.3,1.33,143142
10/2/2017 17:26:00,1.33,1.34,1.31,1.31,19330
13/2/2017 17:26:00,1.31,1.34,1.31,1.32,21855
14/2/2017 17:26:00,1.33,1.35,1.33,1.34,62200
15/2/2017 17:26:00,1.34,1.36,1.34,1.34,42196
16/2/2017 17:26:00,1.35,1.37,1.31,1.33,76927
17/2/2017 17:26:00,1.33,1.35,1.31,1.32,23448
20/2/2017 17:26:00,1.32,1.36,1.3,1.32,142933
21/2/2017 17:26:00,1.33,1.34,1.3,1.33,49169
22/2/2017 17:26:00,1.33,1.34,1.31,1.34,27498
23/2/2017 17:26:00,1.34,1.34,1.31,1.31,36460
24/2/2017 17:26:00,1.31,1.34,1.31,1.31,37606
27/2/2017 17:26:00,1.31,1.34,1.31,1.34,46016
28/2/2017 17:26:00,1.34,1.34,1.32,1.32,22174
1/3/2017 17:26:00,1.33,1.35,1.33,1.34,50555
2/3/2017 17:26:00,1.34,1.34,1.33,1.34,38639
3/3/2017 17:26:00,1.35,1.35,1.33,1.33,48615
6/3/2017 17:26:00,1.34,1.35,1.33,1.34,29898
7/3/2017 17:26:00,1.34,1.36,1.34,1.34,48637
8/3/2017 17:26:00,1.34,1.35,1.33,1.35,30682
9/3/2017 17:26:00,1.35,1.35,1.33,1.33,27086
10/3/2017 17:26:00,1.35,1.35,1.31,1.33,43494
13/3/2017 17:26:00,1.33,1.41,1.32,1.39,211243
14/3/2017 17:26:00,1.39,1.47,1.38,1.44,651381
15/3/2017 17:26:00,1.44,1.48,1.4,1.41,236870
16/3/2017 17:26:00,1.44,1.45,1.41,1.41,254221
17/3/2017 17:26:00,1.4,1.42,1.34,1.41,198917
20/3/2017 17:26:00,1.41,1.55,1.41,1.5,1402308
21/3/2017 17:26:00,1.5,1.52,1.47,1.49,395587
22/3/2017 17:26:00,1.49,1.52,1.47,1.5,119737
23/3/2017 17:26:00,1.49,1.55,1.49,1.53,346320
24/3/2017 17:26:00,1.53,1.56,1.51,1.55,257147
27/3/2017 17:26:00,1.5,1.55,1.5,1.54,72860
28/3/2017 17:26:00,1.55,1.6,1.53,1.59,315894
29/3/2017 17:26:00,1.6,1.68,1.54,1.56,761643
30/3/2017 17:26:00,1.57,1.6,1.54,1.56,183662
31/3/2017 17:26:00,1.55,1.58,1.48,1.52,240893
3/4/2017 17:26:00,1.52,1.54,1.52,1.53,60061
4/4/2017 17:26:00,1.51,1.54,1.51,1.52,117745
5/4/2017 17:26:00,1.51,1.58,1.51,1.57,97654
6/4/2017 17:26:00,1.54,1.56,1.53,1.54,132290
7/4/2017 17:26:00,1.52,1.61,1.52,1.54,205517
10/4/2017 17:26:00,1.56,1.58,1.54,1.56,160399
11/4/2017 17:26:00,1.56,1.58,1.53,1.55,96784
12/4/2017 17:26:00,1.56,1.58,1.53,1.53,73345
13/4/2017 17:26:00,1.54,1.55,1.51,1.51,111615
18/4/2017 17:26:00,1.52,1.53,1.41,1.42,112660
19/4/2017 17:26:00,1.45,1.48,1.44,1.46,50915
20/4/2017 17:26:00,1.49,1.52,1.48,1.52,78410
21/4/2017 17:26:00,1.53,1.56,1.5,1.52,71895
24/4/2017 17:26:00,1.5,1.56,1.5,1.55,84417
25/4/2017 17:26:00,1.55,1.6,1.55,1.59,185143
26/4/2017 17:26:00,1.6,1.69,1.6,1.66,892288
27/4/2017 17:26:00,1.66,1.66,1.59,1.6,469100
28/4/2017 17:26:00,1.6,1.64,1.6,1.63,112630
2/5/2017 17:26:00,1.61,1.64,1.61,1.62,174067
3/5/2017 17:26:00,1.61,1.61,1.57,1.6,73545
4/5/2017 17:26:00,1.62,1.64,1.61,1.62,133143
5/5/2017 17:26:00,1.63,1.63,1.56,1.6,172602
8/5/2017 17:26:00,1.6,1.61,1.56,1.58,97351
9/5/2017 17:26:00,1.59,1.61,1.58,1.6,126464
10/5/2017 17:26:00,1.61,1.61,1.57,1.6,34902
11/5/2017 17:26:00,1.6,1.61,1.58,1.58,106630
12/5/2017 17:26:00,1.58,1.61,1.58,1.58,65072
15/5/2017 17:26:00,1.5,1.5,1.44,1.49,697845
16/5/2017 17:26:00,1.49,1.49,1.46,1.47,121420
17/5/2017 17:26:00,1.47,1.47,1.38,1.41,321945
18/5/2017 17:26:00,1.39,1.42,1.36,1.4,170960
19/5/2017 17:26:00,1.38,1.45,1.38,1.42,60183
22/5/2017 17:26:00,1.44,1.49,1.43,1.46,154363
23/5/2017 17:26:00,1.47,1.48,1.46,1.46,39297
24/5/2017 17:26:00,1.46,1.49,1.45,1.46,69275
25/5/2017 17:26:00,1.45,1.49,1.45,1.47,95961
26/5/2017 17:26:00,1.46,1.46,1.44,1.44,62011
29/5/2017 17:26:00,1.45,1.46,1.41,1.44,75000
30/5/2017 17:26:00,1.44,1.45,1.39,1.41,132611
31/5/2017 17:26:00,1.4,1.43,1.4,1.4,31062
1/6/2017 17:26:00,1.38,1.42,1.38,1.42,24855
2/6/2017 17:26:00,1.42,1.43,1.4,1.41,24597
5/6/2017 17:26:00,1.4,1.43,1.36,1.39,137725
6/6/2017 17:26:00,1.38,1.41,1.38,1.4,37625
7/6/2017 17:26:00,1.4,1.43,1.4,1.41,80527
8/6/2017 17:26:00,1.42,1.45,1.41,1.45,53333
9/6/2017 17:26:00,1.45,1.46,1.43,1.43,55753
12/6/2017 17:26:00,1.45,1.45,1.42,1.43,48044
13/6/2017 17:26:00,1.43,1.44,1.41,1.41,59391
14/6/2017 17:26:00,1.42,1.45,1.42,1.43,18785
15/6/2017 17:26:00,1.42,1.43,1.41,1.42,35673
16/6/2017 17:26:00,1.43,1.43,1.4,1.42,7774
19/6/2017 17:26:00,1.43,1.43,1.4,1.43,19558
20/6/2017 17:26:00,1.43,1.43,1.41,1.42,19167
21/6/2017 17:26:00,1.4,1.44,1.39,1.44,81601
22/6/2017 17:26:00,1.44,1.44,1.4,1.4,65079
23/6/2017 17:26:00,1.4,1.4,1.38,1.4,38283
26/6/2017 17:26:00,1.41,1.43,1.4,1.42,44624
27/6/2017 17:26:00,1.42,1.46,1.38,1.39,179341
28/6/2017 17:26:00,1.38,1.4,1.36,1.39,64737
29/6/2017 17:26:00,1.39,1.4,1.37,1.38,60005
30/6/2017 17:26:00,1.4,1.4,1.34,1.34,149542
3/7/2017 17:26:00,1.34,1.36,1.3,1.33,246883
4/7/2017 17:26:00,1.33,1.34,1.32,1.34,52600
5/7/2017 17:26:00,1.36,1.36,1.34,1.34,40235
6/7/2017 17:26:00,1.36,1.36,1.34,1.35,64087
7/7/2017 17:26:00,1.36,1.36,1.34,1.35,33021
10/7/2017 17:26:00,1.36,1.39,1.34,1.34,148742
11/7/2017 17:26:00,1.33,1.36,1.33,1.34,34469
12/7/2017 17:26:00,1.34,1.37,1.34,1.35,74996
13/7/2017 17:26:00,1.34,1.37,1.34,1.35,52268
14/7/2017 17:26:00,1.35,1.37,1.34,1.37,18693
17/7/2017 17:26:00,1.37,1.37,1.34,1.35,86232
18/7/2017 17:26:00,1.35,1.36,1.34,1.36,14350
19/7/2017 17:26:00,1.37,1.37,1.35,1.36,24508
20/7/2017 17:26:00,1.37,1.37,1.34,1.34,43117
21/7/2017 17:26:00,1.34,1.35,1.31,1.34,62900
24/7/2017 17:26:00,1.32,1.35,1.31,1.31,59002
25/7/2017 17:26:00,1.31,1.33,1.31,1.31,46363
26/7/2017 17:26:00,1.31,1.32,1.3,1.3,54083
27/7/2017 17:26:00,1.3,1.32,1.3,1.31,61067
28/7/2017 17:26:00,1.3,1.32,1.29,1.3,49263
31/7/2017 17:26:00,1.3,1.31,1.3,1.3,46392
1/8/2017 17:26:00,1.3,1.32,1.3,1.31,48925
2/8/2017 17:26:00,1.3,1.32,1.3,1.31,46961
3/8/2017 17:26:00,1.32,1.32,1.29,1.3,44171
4/8/2017 17:26:00,1.3,1.31,1.29,1.3,50959
7/8/2017 17:26:00,1.3,1.32,1.29,1.3,58577
8/8/2017 17:26:00,1.3,1.31,1.29,1.31,35814
9/8/2017 17:26:00,1.3,1.31,1.29,1.3,28994
10/8/2017 17:26:00,1.3,1.32,1.3,1.3,29575
11/8/2017 17:26:00,1.3,1.33,1.29,1.32,64733
14/8/2017 17:26:00,1.33,1.36,1.3,1.32,86733
16/8/2017 17:26:00,1.31,1.33,1.28,1.3,115570
17/8/2017 17:26:00,1.29,1.31,1.29,1.3,34358
18/8/2017 17:26:00,1.29,1.3,1.28,1.3,45609
21/8/2017 17:26:00,1.29,1.34,1.29,1.33,63394
22/8/2017 17:26:00,1.35,1.35,1.32,1.33,55004
23/8/2017 17:26:00,1.34,1.34,1.29,1.29,128642
24/8/2017 17:26:00,1.3,1.31,1.29,1.3,23925
25/8/2017 17:26:00,1.3,1.31,1.29,1.31,61211
28/8/2017 17:26:00,1.3,1.3,1.27,1.29,20875
29/8/2017 17:26:00,1.29,1.29,1.27,1.29,44843
30/8/2017 17:26:00,1.3,1.3,1.28,1.29,37604
31/8/2017 17:26:00,1.3,1.32,1.28,1.3,102789
1/9/2017 17:26:00,1.3,1.32,1.26,1.27,226097
4/9/2017 17:26:00,1.28,1.28,1.24,1.25,139531
5/9/2017 17:26:00,1.25,1.27,1.25,1.25,63210
6/9/2017 17:26:00,1.26,1.26,1.21,1.23,176256
7/9/2017 17:26:00,1.23,1.26,1.23,1.25,116730
8/9/2017 17:26:00,1.26,1.28,1.23,1.24,261056
11/9/2017 17:26:00,1.25,1.28,1.2,1.25,292167
12/9/2017 17:26:00,1.26,1.27,1.24,1.26,87054
13/9/2017 17:26:00,1.24,1.27,1.24,1.27,49224
14/9/2017 17:26:00,1.27,1.27,1.25,1.25,72879
15/9/2017 17:26:00,1.26,1.26,1.24,1.25,62140
18/9/2017 17:26:00,1.25,1.26,1.25,1.25,47762
19/9/2017 17:26:00,1.25,1.25,1.23,1.24,29781
20/9/2017 17:26:00,1.24,1.25,1.24,1.24,46016
21/9/2017 17:26:00,1.23,1.25,1.23,1.24,77463
22/9/2017 17:26:00,1.23,1.25,1.23,1.24,20733
25/9/2017 17:26:00,1.25,1.31,1.25,1.28,214577
26/9/2017 17:26:00,1.29,1.31,1.27,1.28,81743
27/9/2017 17:26:00,1.3,1.31,1.28,1.3,79018
28/9/2017 17:26:00,1.3,1.31,1.27,1.28,91411
29/9/2017 17:26:00,1.27,1.29,1.26,1.27,59010
2/10/2017 17:26:00,1.27,1.3,1.27,1.3,55511
3/10/2017 17:26:00,1.3,1.43,1.3,1.39,1016606
4/10/2017 17:26:00,1.42,1.43,1.38,1.39,318999
5/10/2017 17:26:00,1.4,1.47,1.35,1.46,284711
6/10/2017 17:26:00,1.47,1.49,1.41,1.42,198846
9/10/2017 17:26:00,1.43,1.45,1.41,1.42,153634
10/10/2017 17:26:00,1.43,1.44,1.39,1.4,82155
11/10/2017 17:26:00,1.41,1.42,1.34,1.39,114320
12/10/2017 17:26:00,1.39,1.39,1.37,1.38,48717
13/10/2017 17:26:00,1.39,1.45,1.37,1.42,92163
16/10/2017 17:26:00,1.41,1.45,1.4,1.43,135268
17/10/2017 17:26:00,1.43,1.45,1.4,1.42,82590
18/10/2017 17:26:00,1.41,1.43,1.41,1.42,51381
19/10/2017 17:26:00,1.43,1.43,1.37,1.38,135016
20/10/2017 17:26:00,1.36,1.38,1.36,1.37,59899
23/10/2017 17:26:00,1.39,1.39,1.36,1.38,16839
24/10/2017 17:26:00,1.36,1.38,1.35,1.37,62750
25/10/2017 17:26:00,1.35,1.38,1.33,1.34,78049
26/10/2017 17:26:00,1.34,1.35,1.33,1.35,38863
27/10/2017 17:26:00,1.33,1.35,1.32,1.33,50235
30/10/2017 17:26:00,1.35,1.36,1.33,1.35,41168
31/10/2017 17:26:00,1.36,1.37,1.33,1.36,93182
1/11/2017 17:26:00,1.35,1.42,1.34,1.42,227412
2/11/2017 17:26:00,1.45,1.49,1.42,1.42,736199
3/11/2017 17:26:00,1.43,1.45,1.41,1.42,92897
6/11/2017 17:26:00,1.41,1.43,1.39,1.39,36340
7/11/2017 17:26:00,1.4,1.41,1.35,1.39,253580
8/11/2017 17:26:00,1.38,1.4,1.37,1.39,58188
9/11/2017 17:26:00,1.38,1.38,1.35,1.35,93509
10/11/2017 17:26:00,1.36,1.37,1.33,1.35,56914
13/11/2017 17:26:00,1.36,1.36,1.33,1.34,83645
14/11/2017 17:26:00,1.36,1.36,1.28,1.3,184375
15/11/2017 17:26:00,1.31,1.31,1.27,1.29,111276
16/11/2017 17:26:00,1.27,1.31,1.27,1.31,71703
17/11/2017 17:26:00,1.34,1.34,1.28,1.33,143679
20/11/2017 17:26:00,1.33,1.33,1.3,1.33,30494
21/11/2017 17:26:00,1.32,1.33,1.3,1.33,64247
22/11/2017 17:26:00,1.33,1.33,1.31,1.31,32273
23/11/2017 17:26:00,1.31,1.32,1.3,1.31,47583
24/11/2017 17:26:00,1.31,1.33,1.3,1.32,29891
27/11/2017 17:26:00,1.32,1.33,1.27,1.29,87734
28/11/2017 17:26:00,1.29,1.3,1.27,1.29,15228
29/11/2017 17:26:00,1.29,1.29,1.26,1.26,174239
30/11/2017 17:26:00,1.27,1.27,1.25,1.25,121646
1/12/2017 17:26:00,1.25,1.25,1.23,1.24,75534
4/12/2017 17:26:00,1.24,1.26,1.23,1.24,68105
5/12/2017 17:26:00,1.24,1.36,1.24,1.31,366730
6/12/2017 17:26:00,1.32,1.35,1.27,1.28,372219
7/12/2017 17:26:00,1.29,1.32,1.28,1.29,185270
8/12/2017 17:26:00,1.3,1.31,1.29,1.31,46074
11/12/2017 17:26:00,1.31,1.32,1.29,1.32,63690
12/12/2017 17:26:00,1.33,1.34,1.3,1.33,98586
13/12/2017 17:26:00,1.34,1.35,1.32,1.33,94854
14/12/2017 17:26:00,1.34,1.42,1.31,1.4,516056
15/12/2017 17:26:00,1.39,1.43,1.37,1.39,231704
18/12/2017 17:26:00,1.41,1.43,1.39,1.41,396768
19/12/2017 17:26:00,1.42,1.42,1.38,1.39,121732
20/12/2017 17:26:00,1.39,1.4,1.36,1.39,49396
21/12/2017 17:26:00,1.38,1.38,1.37,1.37,19767
22/12/2017 17:26:00,1.37,1.37,1.31,1.36,217909
27/12/2017 17:26:00,1.37,1.37,1.35,1.35,23471
28/12/2017 17:26:00,1.37,1.37,1.34,1.36,103211
29/12/2017 17:26:00,1.36,1.36,1.33,1.35,99411
2/1/2018 17:26:00,1.35,1.37,1.33,1.35,48594
3/1/2018 17:26:00,1.36,1.36,1.33,1.34,32836
4/1/2018 17:26:00,1.35,1.43,1.34,1.34,401104
5/1/2018 17:26:00,1.36,1.36,1.34,1.34,93455
8/1/2018 17:26:00,1.34,1.36,1.33,1.33,116354
9/1/2018 17:26:00,1.34,1.35,1.32,1.33,98424
10/1/2018 17:26:00,1.35,1.35,1.31,1.31,83238
11/1/2018 17:26:00,1.31,1.33,1.3,1.32,54474
12/1/2018 17:26:00,1.33,1.39,1.32,1.37,257683
15/1/2018 17:26:00,1.39,1.4,1.34,1.35,238393
16/1/2018 17:26:00,1.35,1.35,1.32,1.33,69345
17/1/2018 17:26:00,1.34,1.34,1.32,1.33,83709
18/1/2018 17:26:00,1.32,1.35,1.32,1.34,37358
19/1/2018 17:26:00,1.34,1.35,1.32,1.32,76775
22/1/2018 17:26:00,1.32,1.34,1.31,1.33,70540
23/1/2018 17:26:00,1.33,1.34,1.32,1.33,44716
24/1/2018 17:26:00,1.33,1.39,1.32,1.35,309649
25/1/2018 17:26:00,1.33,1.38,1.33,1.35,49035
26/1/2018 17:26:00,1.36,1.41,1.35,1.4,288902
29/1/2018 17:26:00,1.4,1.43,1.38,1.38,121312
30/1/2018 17:26:00,1.39,1.4,1.34,1.34,153877
31/1/2018 17:26:00,1.37,1.37,1.34,1.34,68188
1/2/2018 17:26:00,1.36,1.39,1.35,1.36,52017
2/2/2018 17:26:00,1.4,1.41,1.37,1.37,187471
5/2/2018 17:26:00,1.36,1.4,1.36,1.4,138842
6/2/2018 17:26:00,1.36,1.4,1.35,1.38,109644
7/2/2018 17:26:00,1.38,1.43,1.36,1.42,297604
8/2/2018 17:26:00,1.43,1.44,1.38,1.4,247220
9/2/2018 17:26:00,1.39,1.42,1.36,1.4,105658
12/2/2018 17:26:00,1.39,1.42,1.39,1.41,62934
13/2/2018 17:26:00,1.43,1.43,1.38,1.39,37882
14/2/2018 17:26:00,1.4,1.42,1.37,1.38,82035
15/2/2018 17:26:00,1.38,1.4,1.38,1.38,47717
16/2/2018 17:26:00,1.37,1.42,1.37,1.4,45137
19/2/2018 17:26:00,1.42,1.43,1.39,1.41,79393
20/2/2018 17:26:00,1.42,1.46,1.42,1.44,180905
21/2/2018 17:26:00,1.46,1.46,1.4,1.41,52743
22/2/2018 17:26:00,1.43,1.43,1.38,1.4,52670
23/2/2018 17:26:00,1.4,1.4,1.37,1.38,137741
26/2/2018 17:26:00,1.39,1.39,1.37,1.38,36114
27/2/2018 17:26:00,1.37,1.39,1.34,1.36,176328
28/2/2018 17:26:00,1.35,1.37,1.35,1.35,67370
1/3/2018 17:26:00,1.35,1.35,1.32,1.32,74476
2/3/2018 17:26:00,1.33,1.33,1.3,1.32,71175
5/3/2018 17:26:00,1.32,1.33,1.31,1.32,22605
6/3/2018 17:26:00,1.32,1.35,1.31,1.34,44002
7/3/2018 17:26:00,1.34,1.37,1.34,1.37,33017
8/3/2018 17:26:00,1.36,1.39,1.36,1.36,38782
9/3/2018 17:26:00,1.36,1.37,1.36,1.37,8805
12/3/2018 17:26:00,1.38,1.38,1.36,1.37,23770
13/3/2018 17:26:00,1.39,1.4,1.37,1.38,56905
14/3/2018 17:26:00,1.4,1.43,1.4,1.42,313163
15/3/2018 17:26:00,1.42,1.46,1.41,1.41,211879
16/3/2018 17:26:00,1.43,1.44,1.41,1.44,50316
19/3/2018 17:26:00,1.44,1.53,1.44,1.47,417496
20/3/2018 17:26:00,1.49,1.51,1.47,1.5,153433
21/3/2018 17:26:00,1.51,1.51,1.47,1.47,76311
22/3/2018 17:26:00,1.47,1.49,1.47,1.47,107034
23/3/2018 17:26:00,1.49,1.49,1.47,1.48,62246
26/3/2018 17:26:00,1.49,1.52,1.48,1.5,102506
27/3/2018 17:26:00,1.52,1.54,1.5,1.52,168443
28/3/2018 17:26:00,1.53,1.58,1.5,1.56,222536
29/3/2018 17:26:00,1.55,1.59,1.53,1.57,208924
3/4/2018 17:26:00,1.57,1.63,1.55,1.62,393786
4/4/2018 17:26:00,1.63,1.63,1.58,1.6,88784
5/4/2018 17:26:00,1.62,1.63,1.58,1.62,134637
6/4/2018 17:26:00,1.62,1.65,1.58,1.65,264787
9/4/2018 17:26:00,1.65,1.65,1.6,1.6,108552
10/4/2018 17:26:00,1.59,1.62,1.59,1.6,117553
11/4/2018 17:26:00,1.61,1.61,1.53,1.56,111392
12/4/2018 17:26:00,1.57,1.6,1.55,1.6,80023
13/4/2018 17:26:00,1.58,1.63,1.57,1.59,180228
16/4/2018 17:26:00,1.58,1.63,1.58,1.59,57658
17/4/2018 17:26:00,1.59,1.61,1.52,1.58,152556
18/4/2018 17:26:00,1.59,1.61,1.57,1.6,38884
19/4/2018 17:26:00,1.61,1.62,1.6,1.6,55508
20/4/2018 17:26:00,1.61,1.61,1.57,1.6,50773
23/4/2018 17:26:00,1.6,1.62,1.6,1.6,67687
24/4/2018 17:26:00,1.61,1.61,1.58,1.6,69327
25/4/2018 17:26:00,1.59,1.6,1.57,1.6,120324
26/4/2018 17:26:00,1.6,1.61,1.59,1.61,37384
27/4/2018 17:26:00,1.6,1.62,1.6,1.6,80847
30/4/2018 17:26:00,1.6,1.62,1.6,1.61,54806
2/5/2018 17:26:00,1.61,1.68,1.61,1.68,275897
3/5/2018 17:26:00,1.68,1.82,1.68,1.77,943550
4/5/2018 17:26:00,1.78,1.82,1.75,1.81,466032
7/5/2018 17:26:00,1.81,1.85,1.77,1.8,347654
8/5/2018 17:26:00,1.82,1.85,1.77,1.85,498379
9/5/2018 17:26:00,1.85,2,1.82,1.99,1196662
10/5/2018 17:26:00,2.02,2.08,1.97,2,731306
11/5/2018 17:26:00,2.04,2.08,1.91,2,707692
14/5/2018 17:26:00,2,2.03,1.95,1.97,398538
15/5/2018 17:26:00,2.07,2.19,2.05,2.12,2005836
16/5/2018 17:26:00,2.14,2.15,2.03,2.1,498401
17/5/2018 17:26:00,2.09,2.09,2,2.02,440387
18/5/2018 17:26:00,2,2.03,1.93,1.93,375506
21/5/2018 17:26:00,1.9,2.01,1.9,1.97,218294
22/5/2018 17:26:00,1.97,2.08,1.95,2.07,246699
23/5/2018 17:26:00,2.05,2.11,1.99,2.09,379767
24/5/2018 17:26:00,2.07,2.25,2.07,2.24,1210172
25/5/2018 17:26:00,2.25,2.27,2.14,2.21,522968
28/5/2018 17:26:00,2.22,2.26,1.99,2.02,846642
29/5/2018 17:26:00,2.02,2.15,1.92,2.13,717885
30/5/2018 17:26:00,2.19,2.23,2.09,2.13,456250
31/5/2018 17:26:00,2.16,2.18,2.03,2.06,308146
1/6/2018 17:26:00,2.11,2.23,2.1,2.15,325511
4/6/2018 17:26:00,2.2,2.21,2.1,2.11,279458
5/6/2018 17:26:00,2.11,2.26,2.06,2.21,636967
6/6/2018 17:26:00,2.21,2.36,2.2,2.34,954418
7/6/2018 17:26:00,2.38,2.47,2.29,2.46,879595
8/6/2018 17:26:00,2.47,2.54,2.36,2.4,824367
11/6/2018 17:26:00,2.42,2.54,2.4,2.51,652416
12/6/2018 17:26:00,2.55,2.58,2.44,2.57,1098155
13/6/2018 17:26:00,2.53,2.73,2.52,2.72,1101702
14/6/2018 17:26:00,2.72,2.87,2.72,2.79,1472451
15/6/2018 17:26:00,2.8,3.02,2.73,2.98,3192270
18/6/2018 17:26:00,3.05,3.12,2.8,2.82,2322746
19/6/2018 17:26:00,2.8,3.02,2.69,2.89,1879347
20/6/2018 17:26:00,2.88,3.17,2.88,3.03,1695765
21/6/2018 17:26:00,3.07,3.12,2.84,2.88,1597813
22/6/2018 17:26:00,2.89,3.08,2.88,2.94,1013063
25/6/2018 17:26:00,2.96,2.96,2.72,2.75,1181639
26/6/2018 17:26:00,2.78,2.88,2.65,2.78,795455
27/6/2018 17:26:00,2.82,2.82,2.66,2.74,860221
28/6/2018 17:26:00,2.74,2.77,2.66,2.73,468568
29/6/2018 17:26:00,2.75,2.95,2.75,2.94,1134312
2/7/2018 17:26:00,2.94,2.95,2.75,2.85,634074
